locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBLNCBMD_00853	CDS	318				hypothetical protein
JBLNCBMD_00854	CDS	177				hypothetical protein
JBLNCBMD_00855	CDS	174				hypothetical protein
JBLNCBMD_00856	CDS	192				hypothetical protein
JBLNCBMD_00857	CDS	786	surA	5.2.1.8		Chaperone SurA
JBLNCBMD_00858	CDS	1533	hlyD_2			Hemolysin secretion protein D, chromosomal
JBLNCBMD_00859	CDS	3069	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JBLNCBMD_00860	CDS	756	prsA_2	5.2.1.8		Foldase protein PrsA
JBLNCBMD_00861	CDS	198				hypothetical protein
JBLNCBMD_00862	CDS	3141	infB			Translation initiation factor IF-2
JBLNCBMD_00863	CDS	276				hypothetical protein
JBLNCBMD_00864	CDS	1311	nusA		COG0195	Transcription termination/antitermination protein NusA
JBLNCBMD_00865	CDS	462	rimP		COG0779	Ribosome maturation factor RimP
JBLNCBMD_00866	CDS	1416				hypothetical protein
JBLNCBMD_00867	CDS	627				hypothetical protein
JBLNCBMD_00868	CDS	894				hypothetical protein
JBLNCBMD_00869	CDS	1803	pknD_8	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_00870	CDS	909				hypothetical protein
JBLNCBMD_00871	CDS	969				hypothetical protein
JBLNCBMD_00872	CDS	1368	pknD_9	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_00873	CDS	909				hypothetical protein
JBLNCBMD_00874	CDS	2430	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JBLNCBMD_00875	CDS	1548	radA	3.6.4.-	COG1066	DNA repair protein RadA
JBLNCBMD_00876	CDS	729	walR_2		COG0745	Transcriptional regulatory protein WalR
JBLNCBMD_00877	CDS	648				hypothetical protein
JBLNCBMD_00878	CDS	516				hypothetical protein
JBLNCBMD_00879	CDS	771				hypothetical protein
JBLNCBMD_00880	CDS	606	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
JBLNCBMD_00881	CDS	546	aroK	2.7.1.71	COG0703	Shikimate kinase
JBLNCBMD_00882	CDS	366				hypothetical protein
JBLNCBMD_00883	CDS	123	ycf12			Photosystem II reaction center protein Ycf12
JBLNCBMD_00884	CDS	2103	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
JBLNCBMD_00885	CDS	426				hypothetical protein
JBLNCBMD_00886	CDS	1920				hypothetical protein
JBLNCBMD_00887	CDS	345				hypothetical protein
JBLNCBMD_00888	CDS	291	parE1		COG3668	Toxin ParE1
JBLNCBMD_00889	CDS	2340	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
JBLNCBMD_00890	CDS	924				hypothetical protein
JBLNCBMD_00891	CDS	555				hypothetical protein
JBLNCBMD_00892	CDS	675				hypothetical protein
JBLNCBMD_00893	CDS	153				hypothetical protein
JBLNCBMD_00894	CDS	816				hypothetical protein
JBLNCBMD_00895	CDS	618				hypothetical protein
JBLNCBMD_00896	CDS	441				hypothetical protein
JBLNCBMD_00897	CDS	2583	leuS	6.1.1.4		Leucine--tRNA ligase
JBLNCBMD_00898	CDS	690	galK	2.7.1.6		Galactokinase
JBLNCBMD_00899	CDS	888	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JBLNCBMD_00900	CDS	678				hypothetical protein
JBLNCBMD_00901	CDS	243				hypothetical protein
JBLNCBMD_00902	CDS	429				hypothetical protein
JBLNCBMD_00903	CDS	201				hypothetical protein
JBLNCBMD_00904	CDS	2259	pacS	7.2.2.8		putative copper-transporting ATPase PacS
JBLNCBMD_00905	CDS	264				hypothetical protein
JBLNCBMD_00906	CDS	414	merR1			Mercuric resistance operon regulatory protein
JBLNCBMD_00907	CDS	168				hypothetical protein
JBLNCBMD_00908	CDS	426				hypothetical protein
JBLNCBMD_00909	CDS	912				hypothetical protein
JBLNCBMD_00910	CDS	2538				hypothetical protein
JBLNCBMD_00911	CDS	384				hypothetical protein
JBLNCBMD_00912	CDS	834				hypothetical protein
JBLNCBMD_00913	CDS	816				hypothetical protein
JBLNCBMD_00914	CDS	345				hypothetical protein
JBLNCBMD_00915	CDS	141				hypothetical protein
JBLNCBMD_00916	CDS	381	cas1_1	3.1.-.-		CRISPR-associated endonuclease Cas1
JBLNCBMD_00917	CDS	609	cas1_2	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
JBLNCBMD_00918	CDS	204	cas2_1	3.1.-.-		CRISPR-associated endoribonuclease Cas2
JBLNCBMD_00919	CDS	294				hypothetical protein
JBLNCBMD_00920	CDS	192				hypothetical protein
JBLNCBMD_00921	CDS	177				hypothetical protein
JBLNCBMD_00922	CDS	2382				hypothetical protein
JBLNCBMD_00923	CDS	1938				hypothetical protein
JBLNCBMD_00924	CDS	741				hypothetical protein
JBLNCBMD_00925	CDS	270				hypothetical protein
JBLNCBMD_00926	CDS	606				hypothetical protein
JBLNCBMD_00927	CDS	210				hypothetical protein
JBLNCBMD_00928	CDS	747				hypothetical protein
JBLNCBMD_00929	CDS	165				hypothetical protein
JBLNCBMD_00930	CDS	165				hypothetical protein
JBLNCBMD_00931	CDS	981				hypothetical protein
JBLNCBMD_00932	CDS	210				hypothetical protein
JBLNCBMD_00933	CDS	345				hypothetical protein
JBLNCBMD_00934	CDS	744				hypothetical protein
JBLNCBMD_00935	CDS	1155				hypothetical protein
JBLNCBMD_00936	CDS	402			COG2335	Immunogenic protein MPT70
JBLNCBMD_00937	CDS	2418				hypothetical protein
JBLNCBMD_00938	CDS	1407		1.14.13.-		Putative epoxidase LasC
JBLNCBMD_00939	CDS	489	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
JBLNCBMD_00940	CDS	1092	lysDH	1.4.1.18		Lysine 6-dehydrogenase
JBLNCBMD_00941	CDS	1719	crtI_1	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
JBLNCBMD_00942	CDS	1056	psbD1_1	1.10.3.9		Photosystem II D2 protein
JBLNCBMD_00943	CDS	288				hypothetical protein
JBLNCBMD_00944	CDS	273				hypothetical protein
JBLNCBMD_00945	CDS	672	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
JBLNCBMD_00946	CDS	552				hypothetical protein
JBLNCBMD_00947	tRNA	74				tRNA-Asn(gtt)
JBLNCBMD_00948	CDS	2061	ubiB_2	2.7.-.-		protein kinase UbiB
JBLNCBMD_00949	CDS	1746	recN		COG0497	DNA repair protein RecN
JBLNCBMD_00950	CDS	2634	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
JBLNCBMD_00951	CDS	738	pcyA	1.3.7.5		Phycocyanobilin:ferredoxin oxidoreductase
JBLNCBMD_00952	CDS	1293				hypothetical protein
JBLNCBMD_00953	CDS	1158				hypothetical protein
JBLNCBMD_00954	CDS	717	macB_3	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
JBLNCBMD_00955	CDS	1212				hypothetical protein
JBLNCBMD_00956	CDS	2748	ctpF_1	3.6.3.-	COG0474	putative cation-transporting ATPase F
JBLNCBMD_00957	CDS	1785	pknD_10	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_00958	CDS	2478	lptD			LPS-assembly protein LptD
JBLNCBMD_00959	CDS	117	psbI			Photosystem II reaction center protein I
JBLNCBMD_00960	CDS	267				hypothetical protein
JBLNCBMD_00961	CDS	702	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JBLNCBMD_00962	CDS	543				hypothetical protein
JBLNCBMD_00963	CDS	594		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
JBLNCBMD_00964	CDS	657				hypothetical protein
JBLNCBMD_00965	CDS	927				hypothetical protein
JBLNCBMD_00966	CDS	969				hypothetical protein
JBLNCBMD_00967	CDS	558				hypothetical protein
JBLNCBMD_00968	CDS	1245				hypothetical protein
JBLNCBMD_00969	CDS	705			COG1842	Phage shock protein A 
JBLNCBMD_00970	CDS	795			COG1842	Phage shock protein A 
JBLNCBMD_00971	CDS	330	trxB		COG0526	Thioredoxin 2
JBLNCBMD_00972	CDS	1203	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
JBLNCBMD_00973	CDS	687				hypothetical protein
JBLNCBMD_00974	CDS	771				hypothetical protein
JBLNCBMD_00975	CDS	330				hypothetical protein
JBLNCBMD_00976	CDS	2994	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
JBLNCBMD_00977	CDS	882				hypothetical protein
JBLNCBMD_00978	CDS	1860	egtB_1	1.14.99.50		Hercynine oxygenase
JBLNCBMD_00979	CDS	225				hypothetical protein
JBLNCBMD_00980	CDS	672				hypothetical protein
JBLNCBMD_00981	CDS	462				hypothetical protein
JBLNCBMD_00982	CDS	447		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
JBLNCBMD_00983	CDS	1365	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
JBLNCBMD_00984	CDS	1062	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
JBLNCBMD_00985	CDS	909	menA_1	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
JBLNCBMD_00986	CDS	1416	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
JBLNCBMD_00987	CDS	1311	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
JBLNCBMD_00988	CDS	438	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
JBLNCBMD_00989	CDS	1722	rqcH			Rqc2 RqcH
JBLNCBMD_00990	CDS	810				hypothetical protein
JBLNCBMD_00991	CDS	1275	mshA_3	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
JBLNCBMD_00992	CDS	390				hypothetical protein
JBLNCBMD_00993	CDS	486				hypothetical protein
JBLNCBMD_00994	CDS	2310	htpX_1	3.4.24.-		Protease HtpX
JBLNCBMD_00995	CDS	1632	prfC			Peptide chain release factor 3
JBLNCBMD_00996	CDS	342				hypothetical protein
JBLNCBMD_00997	CDS	981	hemB_2	4.2.1.24		Delta-aminolevulinic acid dehydratase
JBLNCBMD_00998	CDS	2001	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
JBLNCBMD_00999	CDS	309				hypothetical protein
JBLNCBMD_01000	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
JBLNCBMD_01001	CDS	1413	secD		COG0342	Protein translocase subunit SecD
JBLNCBMD_01002	CDS	969	secF		COG0341	Protein translocase subunit SecF
JBLNCBMD_01003	CDS	402				hypothetical protein
JBLNCBMD_01004	CDS	465				hypothetical protein
JBLNCBMD_01005	CDS	126				hypothetical protein
JBLNCBMD_01006	CDS	348			COG3039	IS5 family transposase IS5Sa2
JBLNCBMD_01007	CDS	432			COG3039	IS5 family transposase ISAva7
JBLNCBMD_01008	CDS	873	bvgS	2.7.13.3		Virulence sensor protein BvgS
JBLNCBMD_01009	CDS	588	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
JBLNCBMD_01010	CDS	915	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
JBLNCBMD_01011	CDS	828				hypothetical protein
JBLNCBMD_01012	tRNA	75				tRNA-Pro(tgg)
JBLNCBMD_01013	CDS	546				hypothetical protein
JBLNCBMD_01014	CDS	720				hypothetical protein
JBLNCBMD_01015	CDS	933	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JBLNCBMD_01016	CDS	1044	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JBLNCBMD_01017	CDS	498	psaF_1			Photosystem I reaction center subunit III
JBLNCBMD_01018	CDS	138	psaJ			Photosystem I reaction center subunit IX
JBLNCBMD_01019	CDS	519	psaL_1			Photosystem I reaction center subunit XI
JBLNCBMD_01020	CDS	600	gmk	2.7.4.8	COG0194	Guanylate kinase
JBLNCBMD_01021	CDS	267	remA		COG2052	Extracellular matrix regulatory protein A
JBLNCBMD_01022	CDS	1377				hypothetical protein
JBLNCBMD_01023	CDS	948	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
JBLNCBMD_01024	CDS	219				hypothetical protein
JBLNCBMD_01025	CDS	1215	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_01026	CDS	2046				hypothetical protein
JBLNCBMD_01027	CDS	1680	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
JBLNCBMD_01028	CDS	633	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
JBLNCBMD_01029	CDS	747				hypothetical protein
JBLNCBMD_01030	rRNA	112				5S ribosomal RNA
JBLNCBMD_01031	CDS	426	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
JBLNCBMD_01032	CDS	783				hypothetical protein
JBLNCBMD_01033	CDS	1599				hypothetical protein
JBLNCBMD_01034	CDS	660	hpf_1		COG1544	Ribosome hibernation promotion factor
JBLNCBMD_01035	CDS	681	lipB	2.3.1.181	COG0321	Octanoyltransferase
JBLNCBMD_01036	CDS	1257	htrA_2			Putative serine protease HtrA
JBLNCBMD_01037	CDS	1434	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_01038	CDS	348			COG3039	IS5 family transposase IS5Sa2
JBLNCBMD_01039	CDS	432			COG3039	IS5 family transposase ISAva7
JBLNCBMD_01040	CDS	1482				hypothetical protein
JBLNCBMD_01041	CDS	1236	dapL_2	2.6.1.83		LL-diaminopimelate aminotransferase
JBLNCBMD_01042	CDS	1392		1.18.1.2		Ferredoxin--NADP reductase
JBLNCBMD_01043	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
JBLNCBMD_01044	CDS	189				hypothetical protein
JBLNCBMD_01045	CDS	888	glkA	2.7.1.2		Glucokinase
JBLNCBMD_01046	CDS	2193	pknD_13	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_01047	CDS	1182		5.1.3.11	COG2942	Cellobiose 2-epimerase
JBLNCBMD_01048	CDS	219				hypothetical protein
JBLNCBMD_01049	CDS	336				hypothetical protein
JBLNCBMD_01050	CDS	1119	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
JBLNCBMD_01051	CDS	540				hypothetical protein
JBLNCBMD_01052	CDS	426				hypothetical protein
JBLNCBMD_01053	CDS	681				hypothetical protein
JBLNCBMD_01054	CDS	1077				hypothetical protein
JBLNCBMD_01055	CDS	660				hypothetical protein
JBLNCBMD_01056	CDS	609	rpsD			30S ribosomal protein S4
JBLNCBMD_01057	CDS	381				hypothetical protein
JBLNCBMD_01058	CDS	219				hypothetical protein
JBLNCBMD_01059	CDS	423				hypothetical protein
JBLNCBMD_01060	CDS	1479				hypothetical protein
JBLNCBMD_01061	CDS	321				hypothetical protein
JBLNCBMD_01062	CDS	1335				hypothetical protein
JBLNCBMD_01063	CDS	141				hypothetical protein
JBLNCBMD_01064	CDS	1278				hypothetical protein
JBLNCBMD_01065	CDS	648				hypothetical protein
JBLNCBMD_01066	CDS	1158				hypothetical protein
JBLNCBMD_01067	CDS	3711				hypothetical protein
JBLNCBMD_01068	CDS	768				hypothetical protein
JBLNCBMD_01069	CDS	450				hypothetical protein
JBLNCBMD_01070	CDS	189				hypothetical protein
JBLNCBMD_01071	CDS	1644				hypothetical protein
JBLNCBMD_01072	CDS	255			COG4095	Sugar transporter SemiSWEET
JBLNCBMD_01073	CDS	1476				hypothetical protein
JBLNCBMD_01074	CDS	1575		3.4.24.-	COG0612	putative zinc protease
JBLNCBMD_01075	CDS	615				hypothetical protein
JBLNCBMD_01076	CDS	438				hypothetical protein
JBLNCBMD_01077	CDS	588	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
JBLNCBMD_01078	CDS	867	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JBLNCBMD_01079	CDS	1035				hypothetical protein
JBLNCBMD_01080	CDS	1557	ompA_2			Outer membrane protein A
JBLNCBMD_01081	CDS	1383	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
JBLNCBMD_01082	CDS	453				hypothetical protein
JBLNCBMD_01083	CDS	456				hypothetical protein
JBLNCBMD_01084	CDS	603	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
JBLNCBMD_01085	CDS	1377				hypothetical protein
JBLNCBMD_01086	CDS	309				hypothetical protein
JBLNCBMD_01087	CDS	645				hypothetical protein
JBLNCBMD_01088	CDS	1584				hypothetical protein
JBLNCBMD_01089	CDS	2340				hypothetical protein
JBLNCBMD_01090	CDS	126				hypothetical protein
JBLNCBMD_01091	CDS	1359				hypothetical protein
JBLNCBMD_01092	CDS	369	ndhM	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit M
JBLNCBMD_01093	CDS	282				hypothetical protein
JBLNCBMD_01094	CDS	696	srrA		COG0745	Transcriptional regulatory protein SrrA
JBLNCBMD_01095	CDS	711				hypothetical protein
JBLNCBMD_01096	CDS	912				hypothetical protein
JBLNCBMD_01097	CDS	1341				hypothetical protein
JBLNCBMD_01098	CDS	705				hypothetical protein
JBLNCBMD_01099	CDS	855				hypothetical protein
JBLNCBMD_01100	CDS	864	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
JBLNCBMD_01101	CDS	942	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JBLNCBMD_01102	CDS	960	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
JBLNCBMD_01103	CDS	345				hypothetical protein
JBLNCBMD_01104	CDS	549				hypothetical protein
JBLNCBMD_01105	CDS	591				hypothetical protein
JBLNCBMD_01106	CDS	321				hypothetical protein
JBLNCBMD_01107	CDS	2088	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
JBLNCBMD_01108	CDS	3822	cobN_1	6.6.1.2		Aerobic cobaltochelatase subunit CobN
JBLNCBMD_01109	CDS	1161				hypothetical protein
JBLNCBMD_01110	CDS	456	fur		COG0735	Ferric uptake regulation protein
JBLNCBMD_01111	CDS	1251	sigA2_1		COG0568	RNA polymerase sigma factor SigA2
JBLNCBMD_01112	CDS	924	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JBLNCBMD_01113	CDS	873	lipA	2.8.1.8		Lipoyl synthase
JBLNCBMD_01114	tRNA	74				tRNA-Pro(cgg)
JBLNCBMD_01115	CDS	4131	tolB_3			Tol-Pal system protein TolB
JBLNCBMD_01116	CDS	240				hypothetical protein
JBLNCBMD_01117	CDS	234				hypothetical protein
JBLNCBMD_01118	CDS	768				hypothetical protein
JBLNCBMD_01119	CDS	831				hypothetical protein
JBLNCBMD_01120	CDS	633				hypothetical protein
JBLNCBMD_01121	CDS	2364				hypothetical protein
JBLNCBMD_01122	CDS	3189	tolB_4			Tol-Pal system protein TolB
JBLNCBMD_01123	CDS	585				hypothetical protein
JBLNCBMD_01124	CDS	297				hypothetical protein
JBLNCBMD_01125	CDS	612				hypothetical protein
JBLNCBMD_01126	CDS	1716	dfa5_1	1.-.-.-	COG0426	Putative diflavin flavoprotein A 5
JBLNCBMD_01127	CDS	1722	dfa1	1.-.-.-		Diflavin flavoprotein A 1
JBLNCBMD_01128	CDS	579	slmA			Nucleoid occlusion factor SlmA
JBLNCBMD_01129	CDS	402				hypothetical protein
JBLNCBMD_01130	CDS	183				hypothetical protein
JBLNCBMD_01131	CDS	789				hypothetical protein
JBLNCBMD_01132	CDS	342	petJ_1		COG2010	Cytochrome c6
JBLNCBMD_01133	CDS	1032	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
JBLNCBMD_01134	CDS	2166				hypothetical protein
JBLNCBMD_01135	CDS	1320				hypothetical protein
JBLNCBMD_01136	CDS	429				hypothetical protein
JBLNCBMD_01137	CDS	843				hypothetical protein
JBLNCBMD_01138	CDS	1284	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JBLNCBMD_01139	CDS	513	fdtC	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
JBLNCBMD_01140	CDS	1038	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JBLNCBMD_01141	CDS	1095	desV_2	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
JBLNCBMD_01142	CDS	708	dapH_3	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JBLNCBMD_01143	CDS	975	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
JBLNCBMD_01144	CDS	1203	per	2.6.1.102	COG0399	GDP-perosamine synthase
JBLNCBMD_01145	CDS	3027				hypothetical protein
JBLNCBMD_01146	CDS	987				hypothetical protein
JBLNCBMD_01147	CDS	1659				hypothetical protein
JBLNCBMD_01148	CDS	1227	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_01149	CDS	996				hypothetical protein
JBLNCBMD_01150	CDS	1344	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_01151	CDS	1191	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_01152	CDS	1062				hypothetical protein
JBLNCBMD_01153	CDS	1146	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_01154	CDS	1188				hypothetical protein
JBLNCBMD_01155	CDS	954				hypothetical protein
JBLNCBMD_01156	CDS	684	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JBLNCBMD_01157	CDS	1008				hypothetical protein
JBLNCBMD_01158	CDS	1605				hypothetical protein
JBLNCBMD_01159	CDS	1170	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_01160	CDS	1815	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
JBLNCBMD_01161	CDS	1194	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_01162	CDS	987				hypothetical protein
JBLNCBMD_01163	CDS	1125	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_01164	CDS	1173	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBLNCBMD_01165	CDS	780				hypothetical protein
JBLNCBMD_01166	CDS	573				hypothetical protein
JBLNCBMD_01167	CDS	990	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
JBLNCBMD_01168	CDS	546	rmlC_1	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JBLNCBMD_01169	CDS	912	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
JBLNCBMD_01170	CDS	1737	novN	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
JBLNCBMD_01171	CDS	1623				hypothetical protein
JBLNCBMD_01172	CDS	540				hypothetical protein
JBLNCBMD_01173	CDS	186				hypothetical protein
JBLNCBMD_01174	CDS	1473	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
JBLNCBMD_01175	CDS	1341	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
JBLNCBMD_01176	CDS	1041				hypothetical protein
JBLNCBMD_01177	CDS	1530				hypothetical protein
JBLNCBMD_01178	CDS	1536	nrgA			Ammonium transporter
JBLNCBMD_01179	CDS	456				hypothetical protein
JBLNCBMD_01180	CDS	198				hypothetical protein
JBLNCBMD_01181	CDS	165				hypothetical protein
JBLNCBMD_01182	CDS	3525				hypothetical protein
JBLNCBMD_01183	CDS	219				hypothetical protein
JBLNCBMD_01184	CDS	312				hypothetical protein
JBLNCBMD_01185	CDS	1053	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
JBLNCBMD_01186	CDS	1146	tal_1	2.2.1.2	COG0176	Transaldolase
JBLNCBMD_01187	CDS	1530	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
JBLNCBMD_01188	CDS	1371				hypothetical protein
JBLNCBMD_01189	CDS	1410	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
JBLNCBMD_01190	CDS	411				IS701 family transposase ISNpu7
JBLNCBMD_01191	CDS	429				hypothetical protein
JBLNCBMD_01192	CDS	243				hypothetical protein
JBLNCBMD_01193	CDS	3024				hypothetical protein
JBLNCBMD_01194	CDS	534	infC_1			Translation initiation factor IF-3
JBLNCBMD_01195	CDS	867				hypothetical protein
JBLNCBMD_01196	CDS	2109				hypothetical protein
JBLNCBMD_01197	CDS	504				hypothetical protein
JBLNCBMD_01198	CDS	261				hypothetical protein
JBLNCBMD_01199	CDS	381				hypothetical protein
JBLNCBMD_01200	CDS	3348				hypothetical protein
JBLNCBMD_01201	CDS	1014				hypothetical protein
JBLNCBMD_01202	CDS	708				hypothetical protein
JBLNCBMD_01203	CDS	852				hypothetical protein
JBLNCBMD_01204	CDS	594	cas4	3.1.12.1		CRISPR-associated exonuclease Cas4
JBLNCBMD_01205	CDS	1005	cas1_3	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
JBLNCBMD_01206	CDS	273	cas2_2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
	repeat_region	6193				
JBLNCBMD_01207	CDS	960	carC_1	3.7.1.13		2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase
JBLNCBMD_01208	CDS	738				hypothetical protein
JBLNCBMD_01209	CDS	351				hypothetical protein
JBLNCBMD_01210	CDS	120				hypothetical protein
JBLNCBMD_01211	CDS	465				hypothetical protein
JBLNCBMD_01212	CDS	177				hypothetical protein
JBLNCBMD_01213	CDS	534				hypothetical protein
JBLNCBMD_01214	CDS	1515	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JBLNCBMD_01215	CDS	507				hypothetical protein
JBLNCBMD_01216	CDS	519				hypothetical protein
JBLNCBMD_01217	CDS	1209	yidC			Membrane protein insertase YidC
JBLNCBMD_01218	CDS	393				hypothetical protein
JBLNCBMD_01219	CDS	405	rnpA	3.1.26.5		Ribonuclease P protein component
JBLNCBMD_01220	CDS	135	rpmH		COG0230	50S ribosomal protein L34
JBLNCBMD_01221	CDS	516				hypothetical protein
JBLNCBMD_01222	CDS	1164	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
JBLNCBMD_01223	CDS	291	pntA_1	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
JBLNCBMD_01224	CDS	1407	pntB_1	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
JBLNCBMD_01225	CDS	774	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
JBLNCBMD_01226	CDS	417				hypothetical protein
JBLNCBMD_01227	CDS	594				hypothetical protein
JBLNCBMD_01228	CDS	1230	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
JBLNCBMD_01229	CDS	687				hypothetical protein
JBLNCBMD_01230	CDS	2067	pknD_14	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_01231	CDS	1302				hypothetical protein
JBLNCBMD_01232	CDS	1053	pkwA_1	2.7.11.1		putative serine/threonine-protein kinase PkwA
JBLNCBMD_01233	CDS	2040	pknD_15	2.7.11.1		Serine/threonine-protein kinase PknD
JBLNCBMD_01234	CDS	1086	spkB_1	2.7.11.1		Serine/threonine-protein kinase B
JBLNCBMD_01235	CDS	1533				hypothetical protein
