locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEHBOLHC_01098	CDS	942				hypothetical protein
DEHBOLHC_01099	CDS	2160	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
DEHBOLHC_01100	CDS	795				hypothetical protein
DEHBOLHC_01101	CDS	1323				hypothetical protein
DEHBOLHC_01102	tRNA	94				tRNA-Ser(gct)
DEHBOLHC_01103	CDS	933	crtB	2.5.1.32		15-cis-phytoene synthase
DEHBOLHC_01104	CDS	1440	pds_2	1.3.5.5	COG3349	15-cis-phytoene desaturase
DEHBOLHC_01105	CDS	888	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
DEHBOLHC_01106	CDS	1269	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
DEHBOLHC_01107	CDS	1677	mutL			DNA mismatch repair protein MutL
DEHBOLHC_01108	CDS	321	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DEHBOLHC_01109	CDS	1044	add	3.5.4.4	COG1816	Adenosine deaminase
DEHBOLHC_01110	CDS	309	cheY		COG0784	Chemotaxis protein CheY
DEHBOLHC_01111	CDS	1344	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
DEHBOLHC_01112	CDS	300				hypothetical protein
DEHBOLHC_01113	CDS	1536			COG0645	putative protein
DEHBOLHC_01114	CDS	495				hypothetical protein
DEHBOLHC_01115	CDS	795				hypothetical protein
DEHBOLHC_01116	CDS	222				hypothetical protein
DEHBOLHC_01117	CDS	273	ftrV			Ferredoxin-thioredoxin reductase, variable chain
DEHBOLHC_01118	CDS	2364	pcrA_2	3.6.4.12		ATP-dependent DNA helicase PcrA
DEHBOLHC_01119	CDS	354				hypothetical protein
DEHBOLHC_01120	CDS	426				hypothetical protein
DEHBOLHC_01121	CDS	198	rpmI		COG0291	50S ribosomal protein L35
DEHBOLHC_01122	CDS	357	rplT		COG0292	50S ribosomal protein L20
DEHBOLHC_01123	CDS	879	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
DEHBOLHC_01124	CDS	525				hypothetical protein
DEHBOLHC_01125	CDS	3687	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
DEHBOLHC_01126	CDS	372				hypothetical protein
DEHBOLHC_01127	CDS	1527	chlB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
DEHBOLHC_01128	CDS	288				hypothetical protein
DEHBOLHC_01129	CDS	522				hypothetical protein
DEHBOLHC_01130	CDS	633	vat	2.3.1.-		Virginiamycin A acetyltransferase
DEHBOLHC_01131	CDS	1443	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
DEHBOLHC_01132	CDS	993	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
DEHBOLHC_01133	CDS	798	surE_2	3.1.3.5	COG0496	5'-nucleotidase SurE
DEHBOLHC_01134	CDS	930	rbn	3.1.26.11		Ribonuclease BN
DEHBOLHC_01135	CDS	1116	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
DEHBOLHC_01136	CDS	996	ravA	3.6.3.-		ATPase RavA
DEHBOLHC_01137	CDS	681				hypothetical protein
DEHBOLHC_01138	CDS	537				hypothetical protein
DEHBOLHC_01139	CDS	2796	secA		COG0653	Protein translocase subunit SecA
DEHBOLHC_01140	CDS	321	gdx			Guanidinium exporter
DEHBOLHC_01141	CDS	873				hypothetical protein
DEHBOLHC_01142	CDS	1539	crtNb_1	1.14.99.44		4,4'-diapolycopene oxygenase
DEHBOLHC_01143	CDS	651	upp_1	2.4.2.9		Uracil phosphoribosyltransferase
DEHBOLHC_01144	CDS	351				hypothetical protein
DEHBOLHC_01145	CDS	285				hypothetical protein
DEHBOLHC_01146	CDS	624				hypothetical protein
DEHBOLHC_01147	CDS	231				hypothetical protein
DEHBOLHC_01148	CDS	153				hypothetical protein
DEHBOLHC_01149	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
DEHBOLHC_01150	CDS	195				hypothetical protein
DEHBOLHC_01151	CDS	912	glkA	2.7.1.2		Glucokinase
DEHBOLHC_01152	CDS	1281	serS	6.1.1.11	COG0172	Serine--tRNA ligase
DEHBOLHC_01153	CDS	225				hypothetical protein
DEHBOLHC_01154	CDS	570				hypothetical protein
DEHBOLHC_01155	CDS	348				hypothetical protein
DEHBOLHC_01156	CDS	528				hypothetical protein
DEHBOLHC_01157	CDS	318				hypothetical protein
DEHBOLHC_01158	CDS	1320	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
DEHBOLHC_01159	CDS	1248				hypothetical protein
DEHBOLHC_01160	CDS	687				hypothetical protein
DEHBOLHC_01161	CDS	2331				hypothetical protein
DEHBOLHC_01162	CDS	288				hypothetical protein
DEHBOLHC_01163	CDS	975	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEHBOLHC_01164	CDS	1515				hypothetical protein
DEHBOLHC_01165	CDS	1644				hypothetical protein
DEHBOLHC_01166	CDS	840	qmcA_2		COG0330	Protein QmcA
DEHBOLHC_01167	CDS	846	folP	2.5.1.15	COG0294	Dihydropteroate synthase
DEHBOLHC_01168	CDS	693	tpiA	5.3.1.1		Triosephosphate isomerase
DEHBOLHC_01169	CDS	276				hypothetical protein
DEHBOLHC_01170	CDS	1941				putative protein
DEHBOLHC_01171	CDS	3039				hypothetical protein
DEHBOLHC_01172	CDS	705				hypothetical protein
DEHBOLHC_01173	CDS	552				hypothetical protein
DEHBOLHC_01174	CDS	822	aqpZ_1		COG0580	Aquaporin Z
DEHBOLHC_01175	CDS	2484				hypothetical protein
DEHBOLHC_01176	CDS	1068				hypothetical protein
DEHBOLHC_01177	CDS	444				hypothetical protein
DEHBOLHC_01178	CDS	273				hypothetical protein
DEHBOLHC_01179	CDS	180				hypothetical protein
DEHBOLHC_01180	CDS	1365				hypothetical protein
DEHBOLHC_01181	CDS	2073	pknD_14	2.7.11.1		Serine/threonine-protein kinase PknD
DEHBOLHC_01182	CDS	1071	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DEHBOLHC_01183	CDS	969				hypothetical protein
DEHBOLHC_01184	CDS	363	rplS		COG0335	50S ribosomal protein L19
DEHBOLHC_01185	tRNA	74				tRNA-Trp(cca)
DEHBOLHC_01186	CDS	225				hypothetical protein
DEHBOLHC_01187	CDS	639	nusG			Transcription termination/antitermination protein NusG
DEHBOLHC_01188	CDS	426	rplK		COG0080	50S ribosomal protein L11
DEHBOLHC_01189	CDS	714	rplA		COG0081	50S ribosomal protein L1
DEHBOLHC_01190	CDS	546	rplJ			50S ribosomal protein L10
DEHBOLHC_01191	CDS	396	rplL			50S ribosomal protein L7/L12
DEHBOLHC_01192	CDS	1779	pknD_15	2.7.11.1		Serine/threonine-protein kinase PknD
DEHBOLHC_01193	CDS	1833	pknD_16	2.7.11.1		Serine/threonine-protein kinase PknD
DEHBOLHC_01194	CDS	456	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
DEHBOLHC_01195	CDS	651				hypothetical protein
DEHBOLHC_01196	CDS	1059	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
DEHBOLHC_01197	CDS	1908	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
DEHBOLHC_01198	CDS	957				hypothetical protein
DEHBOLHC_01199	CDS	1056	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
DEHBOLHC_01200	CDS	1035				hypothetical protein
DEHBOLHC_01201	CDS	3633	tolB_4			Tol-Pal system protein TolB
DEHBOLHC_01202	CDS	2682				hypothetical protein
DEHBOLHC_01203	CDS	762				hypothetical protein
DEHBOLHC_01204	CDS	2070	ptrB	3.4.21.83	COG1770	Protease 2
DEHBOLHC_01205	CDS	318				hypothetical protein
DEHBOLHC_01206	CDS	417	fitB	3.1.-.-		Toxin FitB
DEHBOLHC_01207	CDS	1344	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
DEHBOLHC_01208	CDS	663	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
DEHBOLHC_01209	CDS	1257	crtX	2.4.1.276		Zeaxanthin glucosyltransferase
DEHBOLHC_01210	CDS	336				hypothetical protein
DEHBOLHC_01211	CDS	417				hypothetical protein
DEHBOLHC_01212	CDS	744	cmoM_2	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
DEHBOLHC_01213	CDS	1107				hypothetical protein
DEHBOLHC_01214	CDS	1008	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
DEHBOLHC_01215	CDS	1128				hypothetical protein
DEHBOLHC_01216	CDS	969	era_2		COG1159	GTPase Era
DEHBOLHC_01217	CDS	672	liaR_1		COG2197	Transcriptional regulatory protein LiaR
DEHBOLHC_01218	CDS	465				hypothetical protein
DEHBOLHC_01219	CDS	1353	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
DEHBOLHC_01220	CDS	1680				hypothetical protein
DEHBOLHC_01221	CDS	312				hypothetical protein
DEHBOLHC_01222	CDS	156				hypothetical protein
DEHBOLHC_01223	CDS	225				hypothetical protein
DEHBOLHC_01224	CDS	804			COG0327	GTP cyclohydrolase 1 type 2 
DEHBOLHC_01225	CDS	414				hypothetical protein
DEHBOLHC_01226	CDS	1086				hypothetical protein
DEHBOLHC_01227	CDS	1182	cefD_1	5.1.1.17	COG0520	Isopenicillin N epimerase
DEHBOLHC_01228	CDS	531				hypothetical protein
DEHBOLHC_01229	CDS	489				hypothetical protein
DEHBOLHC_01230	CDS	1188	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
DEHBOLHC_01231	CDS	1212	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
DEHBOLHC_01232	CDS	327				hypothetical protein
DEHBOLHC_01233	CDS	1155	acr3		COG0798	Arsenical-resistance protein Acr3
DEHBOLHC_01234	CDS	384	arsC	1.20.4.1		Glutaredoxin arsenate reductase
DEHBOLHC_01235	CDS	1044				hypothetical protein
DEHBOLHC_01236	CDS	1536				hypothetical protein
DEHBOLHC_01237	CDS	156				hypothetical protein
DEHBOLHC_01238	CDS	1401	chlN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
DEHBOLHC_01239	CDS	807				hypothetical protein
DEHBOLHC_01240	CDS	867	chlL	1.3.7.7	COG1348	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
DEHBOLHC_01241	CDS	249				hypothetical protein
DEHBOLHC_01242	CDS	1851	sppA_1	3.4.21.-	COG0616	Protease 4
DEHBOLHC_01243	CDS	1050	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
DEHBOLHC_01244	CDS	1383	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
DEHBOLHC_01245	CDS	1365	phoA	3.1.3.1	COG1785	Alkaline phosphatase H
DEHBOLHC_01246	CDS	2397				hypothetical protein
DEHBOLHC_01247	CDS	912		3.5.1.15		aspartoacylase
DEHBOLHC_01248	CDS	330				hypothetical protein
DEHBOLHC_01249	CDS	351				hypothetical protein
DEHBOLHC_01250	CDS	1656				hypothetical protein
DEHBOLHC_01251	CDS	462				hypothetical protein
DEHBOLHC_01252	CDS	822				hypothetical protein
DEHBOLHC_01253	CDS	735	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEHBOLHC_01254	CDS	1482				hypothetical protein
DEHBOLHC_01255	CDS	1836				hypothetical protein
DEHBOLHC_01256	CDS	672				hypothetical protein
DEHBOLHC_01257	CDS	978	mdh	1.1.1.37		Malate dehydrogenase
DEHBOLHC_01258	CDS	216	ndhO	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit O
DEHBOLHC_01259	CDS	843	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
DEHBOLHC_01260	CDS	219	psaE			Photosystem I reaction center subunit IV
DEHBOLHC_01261	CDS	456				hypothetical protein
DEHBOLHC_01262	CDS	1611	ndhD1_2	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
DEHBOLHC_01263	CDS	537				hypothetical protein
DEHBOLHC_01264	CDS	945	thrB	2.7.1.39	COG0083	Homoserine kinase
DEHBOLHC_01265	CDS	645				hypothetical protein
DEHBOLHC_01266	CDS	855				hypothetical protein
DEHBOLHC_01267	CDS	351				hypothetical protein
DEHBOLHC_01268	CDS	1512	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
DEHBOLHC_01269	CDS	342				hypothetical protein
DEHBOLHC_01270	CDS	552				hypothetical protein
DEHBOLHC_01271	CDS	1155				hypothetical protein
DEHBOLHC_01272	CDS	1134	mgtA_1	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
DEHBOLHC_01273	CDS	2559				hypothetical protein
DEHBOLHC_01274	CDS	270				hypothetical protein
DEHBOLHC_01275	CDS	738	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
DEHBOLHC_01276	CDS	2502	bamA_2			Outer membrane protein assembly factor BamA
DEHBOLHC_01277	CDS	849	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
DEHBOLHC_01278	CDS	531				hypothetical protein
DEHBOLHC_01279	CDS	822	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
DEHBOLHC_01280	CDS	1155	lpxB_1	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
DEHBOLHC_01281	CDS	261				hypothetical protein
DEHBOLHC_01282	CDS	207				hypothetical protein
DEHBOLHC_01283	CDS	2676				hypothetical protein
DEHBOLHC_01284	CDS	1719			COG0659	putative sulfate transporter
DEHBOLHC_01285	CDS	396				hypothetical protein
DEHBOLHC_01286	CDS	972	htpX_1	3.4.24.-		Protease HtpX
DEHBOLHC_01287	CDS	1536	dinG_1	3.1.-.-		3'-5' exonuclease DinG
DEHBOLHC_01288	CDS	219				hypothetical protein
DEHBOLHC_01289	CDS	438	perR		COG0735	Peroxide operon regulator
DEHBOLHC_01290	CDS	1506	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
DEHBOLHC_01291	CDS	1767				hypothetical protein
DEHBOLHC_01292	CDS	216				hypothetical protein
DEHBOLHC_01293	CDS	1620	merA_1	1.16.1.1		Mercuric reductase
DEHBOLHC_01294	CDS	1089	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
DEHBOLHC_01295	CDS	285	hup		COG0776	DNA-binding protein HU
DEHBOLHC_01296	CDS	228				hypothetical protein
DEHBOLHC_01297	CDS	417				hypothetical protein
DEHBOLHC_01298	CDS	633				hypothetical protein
DEHBOLHC_01299	CDS	1314	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
DEHBOLHC_01300	CDS	327				hypothetical protein
DEHBOLHC_01301	CDS	609				hypothetical protein
DEHBOLHC_01302	CDS	1197				hypothetical protein
DEHBOLHC_01303	CDS	876				hypothetical protein
DEHBOLHC_01304	CDS	183				hypothetical protein
DEHBOLHC_01305	CDS	5856				hypothetical protein
DEHBOLHC_01306	CDS	2448	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
DEHBOLHC_01307	CDS	162				hypothetical protein
DEHBOLHC_01308	CDS	111				hypothetical protein
DEHBOLHC_01309	CDS	465	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
DEHBOLHC_01310	CDS	1257	kmo_1	1.14.13.9		Kynurenine 3-monooxygenase
DEHBOLHC_01311	CDS	555				hypothetical protein
DEHBOLHC_01312	CDS	159				hypothetical protein
DEHBOLHC_01313	CDS	1659	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
DEHBOLHC_01314	CDS	792				hypothetical protein
DEHBOLHC_01315	CDS	978	prmA_1	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
DEHBOLHC_01316	CDS	1002		1.6.3.5	COG3380	Renalase
DEHBOLHC_01317	CDS	900				hypothetical protein
DEHBOLHC_01318	CDS	546				hypothetical protein
DEHBOLHC_01319	CDS	1920	ftsH2_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 2
DEHBOLHC_01320	CDS	1560	ltxD_2			Leukotoxin export protein LtxD
DEHBOLHC_01321	CDS	375				hypothetical protein
DEHBOLHC_01322	CDS	2712	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEHBOLHC_01323	CDS	753				hypothetical protein
DEHBOLHC_01324	CDS	4068				hypothetical protein
DEHBOLHC_01325	CDS	558				hypothetical protein
DEHBOLHC_01326	CDS	687				hypothetical protein
DEHBOLHC_01327	CDS	1152				hypothetical protein
DEHBOLHC_01328	CDS	192				hypothetical protein
DEHBOLHC_01329	CDS	669				hypothetical protein
DEHBOLHC_01330	CDS	1941	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
DEHBOLHC_01331	CDS	642				hypothetical protein
DEHBOLHC_01332	CDS	828	sfsA		COG1489	Sugar fermentation stimulation protein A
DEHBOLHC_01333	CDS	441				hypothetical protein
DEHBOLHC_01334	CDS	1497	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
DEHBOLHC_01335	CDS	447				hypothetical protein
DEHBOLHC_01336	CDS	2289	ydeP		COG0243	Protein YdeP
DEHBOLHC_01337	CDS	252				hypothetical protein
DEHBOLHC_01338	CDS	276				hypothetical protein
DEHBOLHC_01339	CDS	2943				hypothetical protein
DEHBOLHC_01340	CDS	129				hypothetical protein
DEHBOLHC_01341	CDS	2484				hypothetical protein
DEHBOLHC_01342	CDS	1281	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
DEHBOLHC_01343	CDS	1155	xerC_1			Tyrosine recombinase XerC
DEHBOLHC_01344	tRNA	73				tRNA-Phe(gaa)
DEHBOLHC_01345	CDS	870	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
DEHBOLHC_01346	CDS	321	ziaR			Transcriptional repressor SmtB 
DEHBOLHC_01347	CDS	777	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
DEHBOLHC_01348	CDS	1017	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
DEHBOLHC_01349	CDS	1605				putative protein
DEHBOLHC_01350	CDS	1785	rqcH			Rqc2 RqcH
DEHBOLHC_01351	CDS	1275	mshA_7	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
DEHBOLHC_01352	CDS	390				hypothetical protein
DEHBOLHC_01353	CDS	483				hypothetical protein
DEHBOLHC_01354	CDS	2328	htpX_2	3.4.24.-		Protease HtpX
DEHBOLHC_01355	CDS	1632	prfC			Peptide chain release factor 3
DEHBOLHC_01356	CDS	342				hypothetical protein
DEHBOLHC_01357	CDS	981	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
DEHBOLHC_01358	CDS	246				hypothetical protein
DEHBOLHC_01359	CDS	618				hypothetical protein
DEHBOLHC_01360	CDS	435		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
DEHBOLHC_01361	CDS	420				hypothetical protein
DEHBOLHC_01362	CDS	2001	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
DEHBOLHC_01363	CDS	327				hypothetical protein
DEHBOLHC_01364	CDS	216				hypothetical protein
DEHBOLHC_01365	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
DEHBOLHC_01366	CDS	384				hypothetical protein
DEHBOLHC_01367	CDS	1413	secDF		COG0341	Protein translocase subunit SecDF
DEHBOLHC_01368	CDS	969	secF		COG0341	Protein translocase subunit SecF
DEHBOLHC_01369	CDS	402				hypothetical protein
DEHBOLHC_01370	CDS	429				hypothetical protein
DEHBOLHC_01371	CDS	903	bvgS	2.7.13.3		Virulence sensor protein BvgS
DEHBOLHC_01372	CDS	588	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
DEHBOLHC_01373	CDS	915	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
DEHBOLHC_01374	CDS	828				hypothetical protein
DEHBOLHC_01375	CDS	1320			COG3385	IS4 family transposase ISAva1
DEHBOLHC_01376	tRNA	75				tRNA-Pro(tgg)
DEHBOLHC_01377	CDS	546				hypothetical protein
DEHBOLHC_01378	CDS	720				hypothetical protein
DEHBOLHC_01379	CDS	933	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
DEHBOLHC_01380	CDS	1044	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
DEHBOLHC_01381	CDS	498	psaF			Photosystem I reaction center subunit III
DEHBOLHC_01382	CDS	519	psaL			Photosystem I reaction center subunit XI
DEHBOLHC_01383	CDS	600	gmk	2.7.4.8	COG0194	Guanylate kinase
DEHBOLHC_01384	CDS	267	remA		COG2052	Extracellular matrix regulatory protein A
DEHBOLHC_01385	CDS	1362				hypothetical protein
DEHBOLHC_01386	CDS	1101	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
DEHBOLHC_01387	CDS	243				hypothetical protein
DEHBOLHC_01388	CDS	585				hypothetical protein
DEHBOLHC_01389	CDS	2661	clpB1_1		COG0542	Chaperone protein ClpB 1
DEHBOLHC_01390	CDS	1722				putative protein
DEHBOLHC_01391	CDS	432	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
DEHBOLHC_01392	CDS	279				hypothetical protein
DEHBOLHC_01393	CDS	627				hypothetical protein
DEHBOLHC_01394	CDS	1281	eno	4.2.1.11	COG0148	Enolase
DEHBOLHC_01395	CDS	1059	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
DEHBOLHC_01396	CDS	1704	ribBA	3.5.4.25		Riboflavin biosynthesis protein RibBA
DEHBOLHC_01397	CDS	978				hypothetical protein
DEHBOLHC_01398	CDS	3483	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
DEHBOLHC_01399	CDS	2715				hypothetical protein
DEHBOLHC_01400	CDS	477				hypothetical protein
DEHBOLHC_01401	CDS	363	walR_1		COG0745	Transcriptional regulatory protein WalR
DEHBOLHC_01402	CDS	1164	patA_3		COG0784	Protein PatA
DEHBOLHC_01403	CDS	1164	patA_4		COG0784	Protein PatA
DEHBOLHC_01404	CDS	234				hypothetical protein
DEHBOLHC_01405	CDS	246				hypothetical protein
DEHBOLHC_01406	CDS	438				hypothetical protein
DEHBOLHC_01407	CDS	471				hypothetical protein
DEHBOLHC_01408	CDS	327				hypothetical protein
DEHBOLHC_01409	CDS	234				hypothetical protein
DEHBOLHC_01410	CDS	558				hypothetical protein
DEHBOLHC_01411	CDS	207				hypothetical protein
DEHBOLHC_01412	CDS	657				hypothetical protein
DEHBOLHC_01413	CDS	783	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
DEHBOLHC_01414	CDS	813				hypothetical protein
DEHBOLHC_01415	CDS	1074	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
DEHBOLHC_01416	CDS	459				hypothetical protein
DEHBOLHC_01417	CDS	258				hypothetical protein
DEHBOLHC_01418	CDS	912				hypothetical protein
DEHBOLHC_01419	CDS	891				hypothetical protein
DEHBOLHC_01420	CDS	234				hypothetical protein
DEHBOLHC_01421	CDS	1599	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
DEHBOLHC_01422	CDS	261				hypothetical protein
DEHBOLHC_01423	CDS	201				hypothetical protein
DEHBOLHC_01424	CDS	840				hypothetical protein
DEHBOLHC_01425	CDS	1695	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
DEHBOLHC_01426	CDS	1089				hypothetical protein
DEHBOLHC_01427	CDS	1344	egtB_2	1.14.99.50		Hercynine oxygenase
DEHBOLHC_01428	CDS	180				hypothetical protein
DEHBOLHC_01429	CDS	489				hypothetical protein
DEHBOLHC_01430	CDS	1125	rip3_1		COG0517	Putative zinc metalloprotease Rip3
DEHBOLHC_01431	CDS	201				hypothetical protein
DEHBOLHC_01432	CDS	1167				hypothetical protein
DEHBOLHC_01433	CDS	888	bcpA	2.7.8.23		Carboxyvinyl-carboxyphosphonate phosphorylmutase
DEHBOLHC_01434	CDS	555				hypothetical protein
DEHBOLHC_01435	CDS	1398	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
DEHBOLHC_01436	CDS	1500	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
DEHBOLHC_01437	CDS	288				hypothetical protein
DEHBOLHC_01438	CDS	177				hypothetical protein
DEHBOLHC_01439	CDS	543				hypothetical protein
DEHBOLHC_01440	CDS	630	rnd_1	3.1.13.5	COG0349	Ribonuclease D
DEHBOLHC_01441	CDS	456	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DEHBOLHC_01442	CDS	1629				hypothetical protein
DEHBOLHC_01443	tRNA	83				tRNA-Leu(tag)
DEHBOLHC_01444	CDS	744				hypothetical protein
DEHBOLHC_01445	CDS	1125	desV_1	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
DEHBOLHC_01446	CDS	777	fetB		COG0390	putative iron export permease protein FetB
DEHBOLHC_01447	CDS	1809				hypothetical protein
DEHBOLHC_01448	CDS	1233	sucC	6.2.1.4	COG0045	Succinate--CoA ligase [GDP-forming] subunit beta
DEHBOLHC_01449	CDS	882	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
DEHBOLHC_01450	CDS	288				hypothetical protein
DEHBOLHC_01451	CDS	1803				hypothetical protein
DEHBOLHC_01452	CDS	3804	ycf3_2			Photosystem I assembly protein Ycf3
DEHBOLHC_01453	CDS	504				hypothetical protein
DEHBOLHC_01454	CDS	744	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
DEHBOLHC_01455	CDS	381				hypothetical protein
DEHBOLHC_01456	CDS	495				hypothetical protein
DEHBOLHC_01457	CDS	780				hypothetical protein
DEHBOLHC_01458	CDS	777				hypothetical protein
DEHBOLHC_01459	CDS	1293	hisD_1	1.1.1.23		Histidinol dehydrogenase
DEHBOLHC_01460	CDS	120				hypothetical protein
DEHBOLHC_01461	CDS	1344				hypothetical protein
DEHBOLHC_01462	CDS	981				hypothetical protein
DEHBOLHC_01463	CDS	747				hypothetical protein
DEHBOLHC_01464	CDS	1071	glcK	2.7.1.2	COG1940	Glucokinase
DEHBOLHC_01465	CDS	570				hypothetical protein
DEHBOLHC_01466	CDS	240				hypothetical protein
DEHBOLHC_01467	CDS	444				hypothetical protein
DEHBOLHC_01468	CDS	216				hypothetical protein
DEHBOLHC_01469	CDS	228				hypothetical protein
DEHBOLHC_01470	CDS	234				hypothetical protein
DEHBOLHC_01471	CDS	297				hypothetical protein
DEHBOLHC_01472	CDS	2640				hypothetical protein
DEHBOLHC_01473	CDS	1041				hypothetical protein
DEHBOLHC_01474	CDS	552				hypothetical protein
DEHBOLHC_01475	CDS	570				hypothetical protein
DEHBOLHC_01476	CDS	771				hypothetical protein
DEHBOLHC_01477	CDS	729	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
DEHBOLHC_01478	CDS	477				hypothetical protein
DEHBOLHC_01479	CDS	963				hypothetical protein
DEHBOLHC_01480	CDS	486	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
